2018-03-01T01:00,start,9.9
2018-03-01T01:00,start,9.1
2018-03-01T01:00,start,8.6
2018-03-01T01:00,start,8.1
2018-03-01T01:00,start,7.2
2018-03-01T01:00,start,6.725
2018-03-01T01:00,start,6.4
2018-03-01T01:00,start,5.9100003
2018-03-01T01:00,start,5.481
2018-03-01T01:00,start,17.8
2018-03-01T01:00,start,17.1
2018-03-01T01:00,start,16.655
2018-03-01T01:00,start,16.2
2018-03-01T01:00,start,15.81
2018-03-01T01:00,start,15.4
2018-03-01T01:00,start,15.035
2018-03-01T01:00,start,14.7
2018-03-01T01:00,start,14.2
2018-03-01T01:00,start,13.7
2018-03-01T01:00,start,13.235
2018-03-01T01:00,start,12.7
2018-03-01T01:00,start,12.3
2018-03-01T01:00,start,12.0
2018-03-01T01:00,start,11.1
2018-03-01T01:00,start,10.3
2018-03-01T01:01,start,9.9
2018-03-01T01:01,start,9.1
2018-03-01T01:01,start,8.6
2018-03-01T01:01,start,8.1
2018-03-01T01:01,start,7.2
2018-03-01T01:01,start,6.725
2018-03-01T01:01,start,6.4
2018-03-01T01:01,start,5.9100003
2018-03-01T01:01,start,5.481
2018-03-01T01:01,start,17.8
2018-03-01T01:01,start,17.1
2018-03-01T01:01,start,16.655
2018-03-01T01:01,start,16.2
2018-03-01T01:01,start,15.81
2018-03-01T01:01,start,15.4
2018-03-01T01:01,start,15.035
2018-03-01T01:01,start,14.7
2018-03-01T01:01,start,14.2
2018-03-01T01:01,start,13.7
2018-03-01T01:01,start,13.235
2018-03-01T01:01,start,12.7
2018-03-01T01:01,start,12.3
2018-03-01T01:01,start,12.0
2018-03-01T01:01,start,11.1
2018-03-01T01:01,start,10.3
2018-03-01T01:02,start,9.9
2018-03-01T01:02,start,9.1
2018-03-01T01:02,start,8.6
2018-03-01T01:02,start,8.1
2018-03-01T01:02,start,7.2
2018-03-01T01:02,start,6.725
2018-03-01T01:02,start,6.4
2018-03-01T01:02,start,5.9100003
2018-03-01T01:02,start,5.481
2018-03-01T01:02,start,17.8
2018-03-01T01:02,start,17.1
2018-03-01T01:02,start,16.655
2018-03-01T01:02,start,16.2
2018-03-01T01:02,start,15.81
2018-03-01T01:02,start,15.4
2018-03-01T01:02,start,15.035
2018-03-01T01:02,start,14.7
2018-03-01T01:02,start,14.2
2018-03-01T01:02,start,13.7
2018-03-01T01:02,start,13.235
2018-03-01T01:02,start,12.7
2018-03-01T01:02,start,12.3
2018-03-01T01:02,start,12.0
2018-03-01T01:02,start,11.1
2018-03-01T01:02,start,10.3
2018-03-01T01:03,start,9.9
2018-03-01T01:03,start,9.1
2018-03-01T01:03,start,8.6
2018-03-01T01:03,start,8.1
2018-03-01T01:03,start,7.2
2018-03-01T01:03,start,6.725
2018-03-01T01:03,start,6.4
2018-03-01T01:03,start,5.9100003
2018-03-01T01:03,start,5.481
2018-03-01T01:03,start,17.8
2018-03-01T01:03,start,17.1
2018-03-01T01:03,start,16.655
2018-03-01T01:03,start,16.2
2018-03-01T01:03,start,15.81
2018-03-01T01:03,start,15.4
2018-03-01T01:03,start,15.035
2018-03-01T01:03,start,14.7
2018-03-01T01:03,start,14.2
2018-03-01T01:03,start,13.7
2018-03-01T01:03,start,13.235
2018-03-01T01:03,start,12.7
2018-03-01T01:03,start,12.3
2018-03-01T01:03,start,12.0
2018-03-01T01:03,start,11.1
2018-03-01T01:03,start,10.3
2018-03-01T01:04,start,9.9
2018-03-01T01:04,start,9.1
2018-03-01T01:04,start,8.6
2018-03-01T01:04,start,8.1
2018-03-01T01:04,start,7.2
2018-03-01T01:04,start,6.725
2018-03-01T01:04,start,6.4
2018-03-01T01:04,start,5.9100003
2018-03-01T01:04,start,5.481
2018-03-01T01:04,start,17.8
2018-03-01T01:04,start,17.1
2018-03-01T01:04,start,16.655
2018-03-01T01:04,start,16.2
2018-03-01T01:04,start,15.81
2018-03-01T01:04,start,15.4
2018-03-01T01:04,start,15.035
2018-03-01T01:04,start,14.7
2018-03-01T01:04,start,14.2
2018-03-01T01:04,start,13.7
2018-03-01T01:04,start,13.235
2018-03-01T01:04,start,12.7
2018-03-01T01:04,start,12.3
2018-03-01T01:04,start,12.0
2018-03-01T01:04,start,11.1
2018-03-01T01:04,start,10.3
2018-03-01T01:05,start,9.9
2018-03-01T01:05,start,9.1
2018-03-01T01:05,start,8.6
2018-03-01T01:05,start,8.1
2018-03-01T01:05,start,7.2
2018-03-01T01:05,start,6.725
2018-03-01T01:05,start,6.4
2018-03-01T01:05,start,5.9100003
2018-03-01T01:05,start,5.481
2018-03-01T01:05,start,17.8
2018-03-01T01:05,start,17.1
2018-03-01T01:05,start,16.655
2018-03-01T01:05,start,16.2
2018-03-01T01:05,start,15.81
2018-03-01T01:05,start,15.4
2018-03-01T01:05,start,15.035
2018-03-01T01:05,start,14.7
2018-03-01T01:05,start,14.2
2018-03-01T01:05,start,13.7
2018-03-01T01:05,start,13.235
2018-03-01T01:05,start,12.7
2018-03-01T01:05,start,12.3
2018-03-01T01:05,start,12.0
2018-03-01T01:05,start,11.1
2018-03-01T01:05,start,10.3
2018-03-01T01:06,start,9.9
2018-03-01T01:06,start,9.1
2018-03-01T01:06,start,8.6
2018-03-01T01:06,start,8.1
2018-03-01T01:06,start,7.2
2018-03-01T01:06,start,6.725
2018-03-01T01:06,start,6.4
2018-03-01T01:06,start,5.9100003
2018-03-01T01:06,start,5.481
2018-03-01T01:06,start,17.8
2018-03-01T01:06,start,17.1
2018-03-01T01:06,start,16.655
2018-03-01T01:06,start,16.2
2018-03-01T01:06,start,15.81
2018-03-01T01:06,start,15.4
2018-03-01T01:06,start,15.035
2018-03-01T01:06,start,14.7
2018-03-01T01:06,start,14.2
2018-03-01T01:06,start,13.7
2018-03-01T01:06,start,13.235
2018-03-01T01:06,start,12.7
2018-03-01T01:06,start,12.3
2018-03-01T01:06,start,12.0
2018-03-01T01:06,start,11.1
2018-03-01T01:06,start,10.3
2018-03-01T01:07,start,9.9
2018-03-01T01:07,start,9.1
2018-03-01T01:07,start,8.6
2018-03-01T01:07,start,8.1
2018-03-01T01:07,start,7.2
2018-03-01T01:07,start,6.725
2018-03-01T01:07,start,6.4
2018-03-01T01:07,start,5.9100003
2018-03-01T01:07,start,5.481
2018-03-01T01:07,start,17.8
2018-03-01T01:07,start,17.1
2018-03-01T01:07,start,16.655
2018-03-01T01:07,start,16.2
2018-03-01T01:07,start,15.81
2018-03-01T01:07,start,15.4
2018-03-01T01:07,start,15.035
2018-03-01T01:07,start,14.7
2018-03-01T01:07,start,14.2
2018-03-01T01:07,start,13.7
2018-03-01T01:07,start,13.235
2018-03-01T01:07,start,12.7
2018-03-01T01:07,start,12.3
2018-03-01T01:07,start,12.0
2018-03-01T01:07,start,11.1
2018-03-01T01:07,start,10.3
2018-03-01T01:08,start,9.9
2018-03-01T01:08,start,9.1
2018-03-01T01:08,start,8.6
2018-03-01T01:08,start,8.1
2018-03-01T01:08,start,7.2
2018-03-01T01:08,start,6.725
2018-03-01T01:08,start,6.4
2018-03-01T01:08,start,5.9100003
2018-03-01T01:08,start,5.481
2018-03-01T01:08,start,17.8
2018-03-01T01:08,start,17.1
2018-03-01T01:08,start,16.655
2018-03-01T01:08,start,16.2
2018-03-01T01:08,start,15.81
2018-03-01T01:08,start,15.4
2018-03-01T01:08,start,15.035
2018-03-01T01:08,start,14.7
2018-03-01T01:08,start,14.2
2018-03-01T01:08,start,13.7
2018-03-01T01:08,start,13.235
2018-03-01T01:08,start,12.7
2018-03-01T01:08,start,12.3
2018-03-01T01:08,start,12.0
2018-03-01T01:08,start,11.1
2018-03-01T01:08,start,10.3
2018-03-01T01:09,start,9.9
2018-03-01T01:09,start,9.1
2018-03-01T01:09,start,8.6
2018-03-01T01:09,start,8.1
2018-03-01T01:09,start,7.2
2018-03-01T01:09,start,6.725
2018-03-01T01:09,start,6.4
2018-03-01T01:09,start,5.9100003
2018-03-01T01:09,start,5.481
2018-03-01T01:09,start,17.8
2018-03-01T01:09,start,17.1
2018-03-01T01:09,start,16.655
2018-03-01T01:09,start,16.2
2018-03-01T01:09,start,15.81
2018-03-01T01:09,start,15.4
2018-03-01T01:09,start,15.035
2018-03-01T01:09,start,14.7
2018-03-01T01:09,start,14.2
2018-03-01T01:09,start,13.7
2018-03-01T01:09,start,13.235
2018-03-01T01:09,start,12.7
2018-03-01T01:09,start,12.3
2018-03-01T01:09,start,12.0
